,MOLECULE_CHEMBL_ID,MOLECULE_NAME,MOLECULE_TYPE,FIRST_APPROVAL,ATC_CODE,ATC_CODE_DESCRIPTION,USAN_STEM,MECHANISM_OF_ACTION,MECHANISM_COMMENT,SELECTIVITY_COMMENT,TARGET_CHEMBL_ID,TARGET_NAME,ACTION_TYPE,ORGANISM,TARGET_TYPE,SITE_NAME,BINDING_SITE_COMMENT,MECHANISM_REFS,CANONICAL_SMILES,chembl,hgnc_symbol
2971,CHEMBL621,Trazodone,Small molecule,1981.0,N06AX05,N06AX05 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Other antidepressants],,Serotonin transporter inhibitor,,,CHEMBL228,Serotonin transporter,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=88c45123-f475-4dd0-bbac-c261868924ef#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=88c45123-f475-4dd0-bbac-c261868924ef#nlm34090-1|Name:FDA, SrcID:label/2013/071258Orig1s040, 071196Orig1s063lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/071258Orig1s040, 071196Orig1s063lbl.pdf",Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,CHEMBL228,SLC6A4
2972,CHEMBL479,Thioridazine,Small molecule,1962.0,N05AC02,N05AC02 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Phenothiazines with piperidine structure],,Serotonin 2c (5-HT2c) receptor antagonist,,,CHEMBL225,Serotonin 2c (5-HT2c) receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=b8d8c29a-414d-4622-bffd-b742725b20f0#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b8d8c29a-414d-4622-bffd-b742725b20f0#nlm34090-1|Name:DailyMed, SrcID:archiveid=143101, URL:http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=143101|Name:ISBN, SrcID:0443-059748 PP. 542, URL:http://www.isbnsearch.org/isbn/0443059748",CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,,
2973,CHEMBL644,Trimipramine,Small molecule,1979.0,N06AA06,N06AA06 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Non-selective monoamine reuptake inhibitors],-pramine,Serotonin 2c (5-HT2c) receptor antagonist,,,CHEMBL225,Serotonin 2c (5-HT2c) receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:16229049, URL:http://europepmc.org/abstract/MED/16229049|Name:ISBN, SrcID:0443-059748 PP. 555, URL:http://www.isbnsearch.org/isbn/0443059748|Name:Wikipedia, SrcID:Trimipramine, URL:http://en.wikipedia.org/wiki/Trimipramine",CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,,
2974,CHEMBL33986,Butorphanol,Small molecule,1978.0,N02AF01,N02AF01 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Morphinan derivatives],-orphan-,Mu opioid receptor partial agonist,May be mixed agonist/antagonist,,CHEMBL233,Mu opioid receptor,PARTIAL AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=b8e48063-0b40-ee43-85c1-4ef2de80c404#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b8e48063-0b40-ee43-85c1-4ef2de80c404#nlm34090-1",Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1,CHEMBL233,OPRM1
2975,CHEMBL765,Guanethidine,Small molecule,1960.0,C02CC02; S01EX01,"C02CC02 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING: Guanidine derivatives]; S01EX01 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIGLAUCOMA PREPARATIONS AND MIOTICS: Other antiglaucoma preparations]",guan-,Norepinephrine transporter substrate,Taken up by transporter and displaces NE from vesicles,,CHEMBL222,Norepinephrine transporter,SUBSTRATE,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:11403930, URL:http://europepmc.org/abstract/MED/11403930|Name:Wikipedia, SrcID:Guanethidine, URL:http://en.wikipedia.org/wiki/Guanethidine",NC(=N)NCCN1CCCCCCC1,CHEMBL222,SLC6A2
2976,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBB8
2977,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBA3C
2978,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBA4A
2979,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBA3E
2980,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBB6
2981,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBB2B
2982,CHEMBL107,Colchicine,Small molecule,1961.0,M04AC01,M04AC01 [MUSCULO-SKELETAL SYSTEM: ANTIGOUT PREPARATIONS: ANTIGOUT PREPARATIONS: Preparations with no effect on uric acid metabolism],,Tubulin inhibitor,Inhibits microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin colchine binding site,Binds to beta tubulin,"Name:PubMed, SrcID:15720245, URL:http://europepmc.org/abstract/MED/15720245|Name:DailyMed, SrcID:setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ecaa34e-1bed-49a5-b97c-a8f8c0d885a7",COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,CHEMBL2095182,TUBA3D
2983,CHEMBL1200826,Lithium Carbonate,Small molecule,1970.0,N05AN01,N05AN01 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Lithium],,Glycogen synthase kinase-3 inhibitor,,,CHEMBL2095188,Glycogen synthase kinase-3,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=84d579dd-f12b-b727-6380-fd217ec115db#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=84d579dd-f12b-b727-6380-fd217ec115db#nlm34090-1|Name:FDA, SrcID:label/2011/018027s056lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/018027s056lbl.pdf|Name:PubMed, SrcID:22707923, URL:http://europepmc.org/abstract/MED/22707923|Name:Wikipedia, SrcID:Lithium_(medication), URL:http://en.wikipedia.org/wiki/Lithium_(medication)",[Li+].[Li+].[O-]C(=O)[O-],,
2984,CHEMBL900,Orphenadrine,Small molecule,1957.0,M03BC51,"M03BC51 [MUSCULO-SKELETAL SYSTEM: MUSCLE RELAXANTS: MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS: Ethers, chemically close to antihistamines]",-drine,Glutamate [NMDA] receptor antagonist,,,CHEMBL2094124,Glutamate [NMDA] receptor,ANTAGONIST,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:PubMed, SrcID:19217209, URL:http://europepmc.org/abstract/MED/19217209|Name:PubMed, SrcID:20716669, URL:http://europepmc.org/abstract/MED/20716669|Name:PubMed, SrcID:8788072, URL:http://europepmc.org/abstract/MED/8788072",CN(C)CCOC(c1ccccc1)c2ccccc2C,CHEMBL2094124,GRIN3B
2985,CHEMBL862,Guanfacine,Small molecule,1986.0,C02AC02,"C02AC02 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ANTIADRENERGIC AGENTS, CENTRALLY ACTING: Imidazoline receptor agonists]",guan-,Adrenergic receptor alpha-2 agonist,,,CHEMBL2095158,Adrenergic receptor alpha-2,AGONIST,Homo sapiens,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=e889f164-a92c-412d-960a-59391e4151fe, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e889f164-a92c-412d-960a-59391e4151fe",NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,,
2986,CHEMBL459,Methyldopa,Small molecule,1962.0,C02AB01,"C02AB01 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ANTIADRENERGIC AGENTS, CENTRALLY ACTING: Methyldopa]",-dopa,Adrenergic receptor alpha-2 agonist,,,CHEMBL2095158,Adrenergic receptor alpha-2,AGONIST,Homo sapiens,PROTEIN FAMILY,,,"Name:FDA, SrcID:label/2004/13400s086lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/13400s086lbl.pdf|Name:PubMed, SrcID:2841084, URL:http://europepmc.org/abstract/MED/2841084",C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,,
2987,CHEMBL686,Mefenamic Acid,Small molecule,1967.0,M01AG01,"M01AG01 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Fenamates]",,Cyclooxygenase inhibitor,,,CHEMBL2094253,Cyclooxygenase,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:PubMed, SrcID:10377455, URL:http://europepmc.org/abstract/MED/10377455|Name:PubMed, SrcID:9626023, URL:http://europepmc.org/abstract/MED/9626023",Cc1cccc(Nc2ccccc2C(=O)O)c1C,,
2988,CHEMBL673,Pargyline,Small molecule,1982.0,C02KC01,C02KC01 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: OTHER ANTIHYPERTENSIVES: MAO inhibitors],,Monoamine oxidase inhibitor,,,CHEMBL2095205,Monoamine oxidase,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:Wikipedia, SrcID:Pargyline, URL:http://en.wikipedia.org/wiki/Pargyline|Name:PubMed, SrcID:9564606, URL:http://europepmc.org/abstract/MED/9564606",CN(CC#C)Cc1ccccc1,,
2989,CHEMBL1750,Clofarabine,Small molecule,2004.0,L01BB06,L01BB06 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: ANTIMETABOLITES: Purine analogues],-arabine,Ribonucleoside-diphosphate reductase RR1 inhibitor,,,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Ribonucleoside-diphosphate reductase M1 subunit,M1 subunit is binding site,"Name:PubMed, SrcID:23115527, URL:http://europepmc.org/abstract/MED/23115527|Name:DailyMed, SrcID:setid=c35903cd-e9eb-4841-93d1-fc14249d1e9f#section-12, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c35903cd-e9eb-4841-93d1-fc14249d1e9f#section-12|Name:PubMed, SrcID:21628579, URL:http://europepmc.org/abstract/MED/21628579",Nc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F,,
2990,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMA5
2991,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMC3
2992,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMA1
2993,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMA2
2994,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMC1
2995,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMC2
2996,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMB1
2997,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMB4
2998,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMB3
2999,CHEMBL2095222,Ocriplasmin,Enzyme,2010.0,S01XA22,S01XA22 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals],-plasmin,Laminin hydrolytic enzyme,It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface,,CHEMBL2364187,Laminin,HYDROLYTIC ENZYME,Homo sapiens,PROTEIN COMPLEX GROUP,,,"Name:DailyMed, SrcID:setid=390682b7-72c4-11e1-b0c4-0800200c9a66, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66",,CHEMBL2364187,LAMB2
3000,CHEMBL729,Lopinavir,Small molecule,2000.0,,,-vir,Human immunodeficiency virus type 1 protease inhibitor,,,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,Human immunodeficiency virus 1,SINGLE PROTEIN,,,"Name:FDA, SrcID:label/2015/021906s042,021251s049lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021906s042,021251s049lbl.pdf|Name:DailyMed, SrcID:setid=68e860d7-4adc-418a-ba12-233ccdf85d0a, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68e860d7-4adc-418a-ba12-233ccdf85d0a",CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4,,
3001,CHEMBL1213252,Clorazepic Acid,Small molecule,1972.0,,,,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Benzodiazepine binding site,Benzodiazepine site,"Name:FDA, SrcID:label/2010/017105s076lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017105s076lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 533, URL:http://www.isbnsearch.org/isbn/9780702034718",OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,CHEMBL2093872,GABRG3
3002,CHEMBL1213252,Clorazepic Acid,Small molecule,1972.0,,,,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Benzodiazepine binding site,Benzodiazepine site,"Name:FDA, SrcID:label/2010/017105s076lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017105s076lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 533, URL:http://www.isbnsearch.org/isbn/9780702034718",OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,CHEMBL2093872,GABRP
3003,CHEMBL1213252,Clorazepic Acid,Small molecule,1972.0,,,,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Benzodiazepine binding site,Benzodiazepine site,"Name:FDA, SrcID:label/2010/017105s076lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017105s076lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 533, URL:http://www.isbnsearch.org/isbn/9780702034718",OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,CHEMBL2093872,GABRE
3004,CHEMBL1213252,Clorazepic Acid,Small molecule,1972.0,,,,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Benzodiazepine binding site,Benzodiazepine site,"Name:FDA, SrcID:label/2010/017105s076lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017105s076lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 533, URL:http://www.isbnsearch.org/isbn/9780702034718",OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,CHEMBL2093872,GABRG1
3005,CHEMBL454,Butalbital,Small molecule,1983.0,,,,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Barbiturate binding site,Barbiturate site,"Name:PubMed, SrcID:10209232, URL:http://europepmc.org/abstract/MED/10209232|Name:PubMed, SrcID:11264449, URL:http://europepmc.org/abstract/MED/11264449",CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,CHEMBL2093872,GABRG3
3006,CHEMBL454,Butalbital,Small molecule,1983.0,,,,GABA-A receptor; anion channel positive allosteric modulator,,,CHEMBL2093872,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,Homo sapiens,PROTEIN COMPLEX GROUP,Barbiturate binding site,Barbiturate site,"Name:PubMed, SrcID:10209232, URL:http://europepmc.org/abstract/MED/10209232|Name:PubMed, SrcID:11264449, URL:http://europepmc.org/abstract/MED/11264449",CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,CHEMBL2093872,GABRP
